"AccountId","Amount","CloseDate","Id","Program__r.Name"
"001o0000014u8a0AAA","100.0","2017-09-30","0061J00000R4RrWQAV","Athlete"
"001o0000010ymcMAAQ","1000.0","2017-09-27","0061J00000R4Y6TQAV","Athlete"
"001o0000010z4ylAAA","49.0","2017-10-06","0061J00000R4fO2QAJ","Athlete"
"001o0000010b0KhAAI","48.0","2017-10-06","0061J00000R4fT2QAJ","Athlete"
"001o0000010yUokAAE","50.0","2017-10-10","0061J00000R4rPuQAJ","Athlete"
"0011J00001Ap5pmQAB","30.0","2017-10-13","0061J00000R4tWVQAZ","Athlete"
"001o0000010axRhAAI","24.0","2017-10-10","0061J00000R4tYXQAZ","Athlete"
"001o0000010y7BIAAY","500.0","2017-10-13","0061J00000R4tlOQAR","Athlete"
"001o0000010yA8UAAU","100000.0","2017-10-24","0061J00000R51wEQAR","Athlete"
"001o0000014u8a0AAA","100.0","2017-11-01","0061J00000R59YzQAJ","Athlete"
"001o0000010ymcMAAQ","1000.0","2017-10-27","0061J00000R5AxMQAV","Athlete"
"001o0000010yYMnAAM","100.0","2017-10-24","0061J00000R5BAZQA3","Athlete"
"0011J000017r9r5QAA","15000.0","2017-11-14","0061J00000R5e9eQAB","Athlete"
"0011J000017r9smQAA","10000.0","2017-11-14","0061J00000R5eIqQAJ","Athlete"
"001o0000010y7BIAAY","500.0","2017-11-14","0061J00000R5eN6QAJ","Athlete"
"001o0000010yUokAAE","50.0","2017-11-10","0061J00000R5f1CQAR","Athlete"
"001o0000010b0KhAAI","48.0","2017-11-06","0061J00000R5gulQAB","Athlete"
"001o0000010z4ylAAA","49.0","2017-11-06","0061J00000R5gvfQAB","Athlete"
"001o0000010ymdvAAA","5000.0","2017-11-15","0061J00000R5hDiQAJ","Athlete"
"001o0000014u8a0AAA","2500.0","2017-11-19","0061J00000R5mxxQAB","Athlete"
"001o0000010z5VhAAI","10000.0","2017-11-17","0061J00000R5oGTQAZ","Athlete"
"0011J00001CK1spQAD","2500.0","2017-11-21","0061J00000R5scQQAR","Athlete"
"0011J00001CK5KPQA1","5000.0","2017-11-22","0061J00000R5tJxQAJ","Athlete"
"001o0000010yYMnAAM","100.0","2017-11-24","0061J00000R5uucQAB","Athlete"
"001o0000010ymcMAAQ","1000.0","2017-11-27","0061J00000R5xZ4QAJ","Athlete"
"001o0000010yYMnAAM","400.0","2017-11-28","0061J00000R64GaQAJ","Athlete"
"001o0000010y0jBAAQ","99.0","2017-11-28","0061J00000R65GEQAZ","Athlete"
"001o0000010yn6gAAA","38670.05","2017-11-29","0061J00000R67rAQAR","Athlete"
"0011J000017r9tuQAA","5000.0","2017-11-29","0061J00000R67s8QAB","Athlete"
"001o0000014u8a0AAA","100.0","2017-12-01","0061J00000R69GXQAZ","Athlete"
"0011J00001Ap5pmQAB","50.0","2017-12-03","0061J00000R6CjFQAV","Athlete"
"001o0000010y39OAAQ","200000.0","2017-12-01","0061J00000R6FqOQAV","Athlete"
"001o0000010b0KhAAI","48.0","2017-12-06","0061J00000R6Hi4QAF","Athlete"
"001o0000010z4ylAAA","49.0","2017-12-06","0061J00000R6HjgQAF","Athlete"
"001o0000010amW3AAI","1000.0","2017-12-06","0061J00000R6KXAQA3","Athlete"
"0011J000019Z89rQAC","15000.0","2017-12-06","0061J00000R6KfJQAV","Athlete"
"001o0000010axRhAAI","24.0","2017-12-10","0061J00000R6OJmQAN","Athlete"
"001o0000010bCq7AAE","10000.0","2017-12-07","0061J00000R6OmGQAV","Athlete"
"001o0000014tdKCAAY","205.0","2017-12-12","0061J00000R6Rm8QAF","Athlete"
"0011J00001CLDWOQA5","5000.0","2017-12-12","0061J00000R6S2RQAV","Athlete"
"001o0000010y7BIAAY","500.0","2017-12-14","0061J00000R6VWWQA3","Athlete"
"001o0000010alH1AAI","25000.0","2017-12-14","0061J00000R6X3FQAV","Athlete"
"001o0000010yUokAAE","50.0","2017-12-10","0061J00000R6YIZQA3","Athlete"
"0011J00001CLmJ2QAL","50000.0","2017-12-20","0061J00000R6i3IQAR","Athlete"
"001o0000010z8cUAAQ","10000.0","2017-12-21","0061J00000R6k7bQAB","Athlete"
"001o0000010yYMnAAM","100.0","2017-12-24","0061J00000R6leQQAR","Athlete"
"001o0000010z5VhAAI","10000.0","2017-12-26","0061J00000R6otFQAR","Athlete"
"001o0000010ymcMAAQ","1000.0","2017-12-27","0061J00000R6pMlQAJ","Athlete"
"001o0000010zCEyAAM","200000.0","2017-12-27","0061J00000R6s0GQAR","Athlete"
"0011J00001CMK1GQAX","5000.0","2017-12-30","0061J00000R6umwQAB","Athlete"
"001o0000010y5YZAAY","25.12","2017-12-31","0061J00000R6v6wQAB","Athlete"
"0011J00001CMKRxQAP","6785.0","2017-12-31","0061J00000R6vrYQAR","Athlete"
"001o0000010yYMnAAM","251.25","2017-12-31","0061J00000R6wGVQAZ","Athlete"
"001o0000014u8a0AAA","100.0","2018-01-01","0061J00000R6weXQAR","Athlete"
"001o0000010z4ylAAA","5000.0","2017-12-29","0061J00000R74QhQAJ","Athlete"
"001o0000010b0KhAAI","48.0","2018-01-06","0061J00000R769uQAB","Athlete"
"001o0000010z4ylAAA","49.0","2018-01-06","0061J00000R76EpQAJ","Athlete"
"001o0000010y5YUAAY","50.0","2018-01-09","0061J00000R7ApxQAF","Athlete"
"001o0000010zBHAAA2","500000.0","2017-12-31","0061J00000R7C4LQAV","Athlete"
"001o0000010axRhAAI","24.0","2018-01-10","0061J00000R7HuXQAV","Athlete"
"001o0000010axRhAAI","24.0","2018-03-10","0061J00000SEDVHQA5","Athlete"
"001o0000010y7BIAAY","500.0","2018-03-14","0061J00000SEJ2fQAH","Athlete"
"001o0000010yUokAAE","50.0","2018-03-10","0061J00000SEZi5QAH","Athlete"
"001o0000010yYMnAAM","100.0","2018-03-24","0061J00000SEd3PQAT","Athlete"
"001o0000010ymcMAAQ","1000.0","2018-03-27","0061J00000SEh3tQAD","Athlete"
"001o0000014u8a0AAA","100.0","2018-04-01","0061J00000SEoEZQA1","Athlete"
"001o0000010b0KhAAI","48.0","2018-04-06","0061J00000SEzAfQAL","Athlete"
"001o0000010z4ylAAA","49.0","2018-04-06","0061J00000SEzCWQA1","Athlete"
"001o0000010y5YxAAI","100000.0","2018-04-05","0061J00000SEzQdQAL","Athlete"
"001o0000010axRhAAI","24.0","2018-04-10","0061J00000SF5ZoQAL","Athlete"
"001o0000010y7BIAAY","500.0","2018-01-14","0061J00000STIwTQAX","Athlete"
"001o0000010yYMnAAM","100.0","2018-01-24","0061J00000STXAHQA5","Athlete"
"001o0000010yS57AAE","250.0","2018-01-24","0061J00000STY71QAH","Athlete"
"001o0000010ymcMAAQ","1000.0","2018-01-27","0061J00000STcLNQA1","Athlete"
"001o0000010yUokAAE","50.0","2018-01-10","0061J00000STovNQAT","Athlete"
"001o0000014u8a0AAA","100.0","2018-02-01","0061J00000STqL3QAL","Athlete"
"001o0000010b0KhAAI","48.0","2018-02-06","0061J00000STysuQAD","Athlete"
"001o0000010z4ylAAA","49.0","2018-02-06","0061J00000STyydQAD","Athlete"
"001o0000010axRhAAI","24.0","2018-02-10","0061J00000SU5EjQAL","Athlete"
"001o0000014u8a0AAA","3000.0","2018-02-10","0061J00000SU5jmQAD","Athlete"
"001o0000010y7BIAAY","500.0","2018-02-14","0061J00000SUAWOQA5","Athlete"
"001o0000014u8a0AAA","7500.0","2018-02-17","0061J00000SUGR8QAP","Athlete"
"001o0000010bChOAAU","2000.0","2018-02-13","0061J00000SUMeZQAX","Athlete"
"001o0000010yYMnAAM","100.0","2018-02-24","0061J00000SUSzJQAX","Athlete"
"001o0000010ymcMAAQ","1000.0","2018-02-27","0061J00000SUWN5QAP","Athlete"
"001o0000015hkk3AAA","10000.0","2018-02-27","0061J00000SUZh3QAH","Athlete"
"001o0000010yUokAAE","50.0","2018-02-10","0061J00000SUaBxQAL","Athlete"
"001o0000014u8a0AAA","100.0","2018-03-01","0061J00000SUcJqQAL","Athlete"
"001o0000010z4ylAAA","49.0","2018-03-06","0061J00000SUkjjQAD","Athlete"
"001o0000010b0KhAAI","48.0","2018-03-06","0061J00000SUkpmQAD","Athlete"
"001o0000010y7BIAAY","500.0","2018-04-14","0061J00000T1LDDQA3","Athlete"
"001o0000010yUokAAE","50.0","2018-04-10","0061J00000T1YioQAF","Athlete"
"001o0000010ymcMAAQ","1000.0","2018-04-27","0061J00000T1gjvQAB","Athlete"
"001o0000014u8a0AAA","100.0","2018-05-01","0061J00000T1mQIQAZ","Athlete"
"001o0000010b0KhAAI","48.0","2018-05-06","0061J00000T1vLRQAZ","Athlete"
"001o0000010z4ylAAA","49.0","2018-05-06","0061J00000T1vM0QAJ","Athlete"
"001o0000010y5YSAAY","35.0","2018-05-09","0061J00000T21i8QAB","Athlete"
"001o0000010axRhAAI","24.0","2018-05-10","0061J00000T22w0QAB","Athlete"
"0011J000017r9smQAA","25000.0","2018-05-10","0061J00000T25DpQAJ","Athlete"
"001o0000010y7BIAAY","500.0","2018-05-14","0061J00000T28KGQAZ","Athlete"
"001o0000010yUokAAE","50.0","2018-05-10","0061J00000T2EKnQAN","Athlete"
"0011J00001CL9hsQAD","5000.0","2018-05-25","0061J00000T2V6hQAF","Athlete"
"001o0000010ymcMAAQ","1000.0","2018-05-27","0061J00000T2WbaQAF","Athlete"
"001o0000014u8a0AAA","100.0","2018-06-01","0061J00000T2eqBQAR","Athlete"
"001o0000010z4ylAAA","49.0","2018-06-06","0061J00000T2kPWQAZ","Athlete"
"001o0000010bCpdAAE","24.0","2018-06-06","0061J00000T2ka5QAB","Athlete"
"0011J000017r9smQAA","20000.0","2018-06-06","0061J00000T2qvUQAR","Athlete"
"001o0000010axRhAAI","24.0","2018-06-10","0061J00000T2tacQAB","Athlete"
"001o0000010y7BIAAY","500.0","2018-06-14","0061J00000T33IOQAZ","Athlete"
"001o0000010ymcMAAQ","1000.0","2018-06-27","0061J00000T3UiaQAF","Athlete"
"001o0000010yUokAAE","50.0","2018-06-10","0061J00000T3VNWQA3","Athlete"
"001o0000014u8a0AAA","100.0","2018-07-01","0061J00000T3fVgQAJ","Athlete"
"001o0000010z4ylAAA","49.0","2018-07-06","0061J00000T3o9iQAB","Athlete"
"001o0000010bCpdAAE","24.0","2018-07-06","0061J00000T3oftQAB","Athlete"
"001o0000010axRhAAI","24.0","2018-07-10","0061J00000T3x8VQAR","Athlete"
"001o0000010y5ngAAA","10000.0","2018-07-11","0061J00000T42u0QAB","Athlete"
"001o0000010y7BIAAY","500.0","2018-07-14","0061J00000T47FCQAZ","Athlete"
"001o0000010yUokAAE","50.0","2018-07-10","0061J00000T4LGaQAN","Athlete"
"001o0000010z5VhAAI","10000.0","2018-07-20","0061J00000T4PpJQAV","Athlete"
"0011J000017r9smQAA","15000.0","2018-07-24","0061J00000T4Vf9QAF","Athlete"
"001o0000010ymcMAAQ","1000.0","2018-07-27","0061J00000T4aAbQAJ","Athlete"
"001o0000010zBHAAA2","500000.0","2018-07-27","0061J00000T4dv7QAB","Athlete"
"001o0000014u8a0AAA","100.0","2018-08-01","0061J00000T4lvzQAB","Athlete"
"001o0000010z4ylAAA","49.0","2018-08-06","0061J00000T4vabQAB","Athlete"
"001o0000010bCpdAAE","24.0","2018-08-06","0061J00000T4w4qQAB","Athlete"
"001o0000010y7BIAAY","500.0","2018-08-14","0061J00000TPHwcQAH","Athlete"
"001o0000010yUokAAE","50.0","2018-08-10","0061J00000TPu5MQAT","Athlete"
"001o0000010zD50AAE","12500.0","2018-08-07","0061J00000UVANyQAP","Athlete"
"0011J000019Z89rQAC","15000.0","2018-08-08","0061J00000UVD5wQAH","Athlete"
"001o0000010axRhAAI","24.0","2018-08-10","0061J00000UVFZ9QAP","Athlete"
"001o0000010yYMnAAM","100.0","2018-08-24","0061J00000UhkrDQAR","Athlete"
"001o0000010ymcMAAQ","1000.0","2018-08-27","0061J00000Uhq3gQAB","Athlete"
"001o0000014u8a0AAA","100.0","2018-09-01","0061J00000Ui3S9QAJ","Athlete"
"001o0000010z4ylAAA","49.0","2018-09-06","0061J00000UiC47QAF","Athlete"
"001o0000010bCpdAAE","24.0","2018-09-06","0061J00000UiCcoQAF","Athlete"
"001o0000010axRhAAI","24.0","2018-09-10","0061J00000UiQT9QAN","Athlete"
"001o0000010z5VhAAI","10000.0","2018-09-11","0061J00000UiWEwQAN","Athlete"
"001o0000010y7BIAAY","500.0","2018-09-14","0061J00000Uib8XQAR","Athlete"
"001o0000010yA8UAAU","30000.0","2018-09-17","0061J00000Uiit7QAB","Athlete"
"001o0000010yUokAAE","50.0","2018-09-10","0061J00000UioOdQAJ","Athlete"
"001o0000010ymcMAAQ","1000.0","2018-09-27","0061J00000Uj3J3QAJ","Athlete"
"001o0000014u8a0AAA","100.0","2018-10-01","0061J00000UjIY3QAN","Athlete"
"0011J00001J8wFNQAZ","24.0","2018-10-05","0061J00000UjSjdQAF","Athlete"
"0011J00001J8yECQAZ","20.0","2018-10-05","0061J00000UjTEsQAN","Athlete"
"001o0000010bCpdAAE","24.0","2018-10-06","0061J00000UjU1SQAV","Athlete"
"001o0000010z4ylAAA","49.0","2018-10-06","0061J00000UjU7GQAV","Athlete"
"001o0000010axRhAAI","24.0","2018-10-10","0061J00000Uje0fQAB","Athlete"
"001o0000014u8a0AAA","20041.33","2018-10-11","0061J00000UjkN4QAJ","Athlete"
"001o0000010y7BIAAY","500.0","2018-10-14","0061J00000UjnXHQAZ","Athlete"
"001o0000010yUokAAE","50.0","2018-10-10","0061J00000Uk0uKQAR","Athlete"
"001o0000010ymcMAAQ","1000.0","2018-10-27","0061J00000UkJP4QAN","Athlete"
"001o0000014u8a0AAA","100.0","2018-11-01","0061J00000UkWQkQAN","Athlete"
"001o0000010yvcwAAA","100.0","2018-11-02","0061J00000UkYsBQAV","Athlete"
"001o0000010ymdvAAA","10000.0","2018-11-02","0061J00000UkZQSQA3","Athlete"
"001o0000010xts0AAA","24.0","2018-11-04","0061J00000UkbQnQAJ","Athlete"
"001o0000010z4ylAAA","49.0","2018-11-06","0061J00000UkfmwQAB","Athlete"
"001o0000010yA8UAAU","5000.0","2018-11-07","0061J00000UknYZQAZ","Athlete"
"001o0000010axRhAAI","24.0","2018-11-10","0061J00000UkruhQAB","Athlete"
"001o0000010y7BIAAY","500.0","2018-11-14","0061J00000Ul00rQAB","Athlete"
"0011J00001F7f0HQAR","500.0","2018-11-16","0061J00000UlBTzQAN","Athlete"
"001o0000010ymcMAAQ","1000.0","2018-11-27","0061J00000UlRgUQAV","Athlete"
"001o0000010y5YZAAY","50.0","2018-11-27","0061J00000UlUf5QAF","Athlete"
"0011J00001JlHgLQAV","100.0","2018-11-27","0061J00000UlV6uQAF","Athlete"
"001o0000010yUokAAE","50.0","2018-11-10","0061J00000UlZToQAN","Athlete"
"001o0000014u8a0AAA","100.0","2018-12-01","0061J00000UlivEQAR","Athlete"
"001o0000010xts0AAA","24.0","2018-12-04","0061J00000UlnV3QAJ","Athlete"
"0011J00001KjLfIQAV","559.13","2018-12-03","0061J00000UloUEQAZ","Athlete"
"001o0000010z4ylAAA","49.0","2018-12-06","0061J00000Ulu17QAB","Athlete"
"001o0000010y7BIAAY","500.0","2019-01-14","0061J00000VUfpVQAT","Athlete"
"0015c00001skBVmAAM","415000.0","2019-01-11","0061J00000VUgJkQAL","Athlete"
"001o0000010yUokAAE","50.0","2019-01-10","0061J00000VUrEtQAL","Athlete"
"001o0000010ymcMAAQ","1000.0","2019-01-27","0061J00000VVhI9QAL","Athlete"
"0011J00001F5xZkQAJ","142.0","2019-01-27","0061J00000VVhpNQAT","Athlete"
"001o0000010z5VhAAI","20000.0","2019-01-30","0061J00000VVuuzQAD","Athlete"
"001o0000014u8a0AAA","100.0","2019-02-01","0061J00000VVzkOQAT","Athlete"
"001o0000010axRhAAI","24.0","2018-12-10","0061J00000WbKBxQAN","Athlete"
"001o0000010z8cUAAQ","1000.0","2018-12-11","0061J00000WbP2ZQAV","Athlete"
"001o0000010y7BIAAY","500.0","2018-12-14","0061J00000WbaOtQAJ","Athlete"
"0011J000017r9smQAA","30000.0","2018-12-13","0061J00000WbaznQAB","Athlete"
"001o0000010yUokAAE","50.0","2018-12-10","0061J00000WbkcRQAR","Athlete"
"0011J00001CK1spQAD","2500.0","2018-12-19","0061J00000WbvgpQAB","Athlete"
"0011J00001CKnC7QAL","100000.0","2018-12-25","0061J00000Wc6U2QAJ","Athlete"
"001o0000010ymcMAAQ","1000.0","2018-12-27","0061J00000Wc9ynQAB","Athlete"
"001o0000010axRhAAI","1000.0","2018-12-27","0061J00000WcAiMQAV","Athlete"
"001o0000010alH1AAI","65000.0","2018-12-27","0061J00000WcGoaQAF","Athlete"
"0011J00001KldaTQAR","24.0","2018-12-30","0061J00000WcKWjQAN","Athlete"
"0011J00001KldhPQAR","100.0","2018-12-30","0061J00000WcKalQAF","Athlete"
"0011J00001Klee4QAB","20.0","2018-12-31","0061J00000WcL7DQAV","Athlete"
"0011J00001KlfKxQAJ","5000.0","2018-12-28","0061J00000WcLUbQAN","Athlete"
"0011J00001KlfQ2QAJ","24.0","2018-12-31","0061J00000WcLoyQAF","Athlete"
"001o0000014u8a0AAA","100.0","2019-01-01","0061J00000WcPfAQAV","Athlete"
"0011J00001KljhqQAB","5.0","2019-01-01","0061J00000WcPxTQAV","Athlete"
"001o0000010yToAAAU","1000.0","2018-12-31","0061J00000WcRAzQAN","Athlete"
"0011J000017r9r5QAA","20000.0","2018-12-31","0061J00000WcTIjQAN","Athlete"
"001o0000010yibYAAQ","450.0","2018-12-31","0061J00000WcXVuQAN","Athlete"
"001o0000010xts0AAA","24.0","2019-01-04","0061J00000WcZruQAF","Athlete"
"001o0000010z4ylAAA","49.0","2019-01-06","0061J00000Wce0LQAR","Athlete"
"0011J00001Lf4IjQAJ","100000.0","2018-12-25","0061J00000WcmnIQAR","Athlete"
"001o0000010axRhAAI","24.0","2019-01-10","0061J00000WcplLQAR","Athlete"
"001o0000010yUokAAE","50.0","2019-03-10","0061J00000XWM16QAH","Athlete"
"001o0000010xts0AAA","24.0","2019-04-04","0061J00000XWRTuQAP","Athlete"
"001o0000010z4ylAAA","49.0","2019-04-06","0061J00000XWXApQAP","Athlete"
"001o0000010axRhAAI","24.0","2019-04-10","0061J00000XWejWQAT","Athlete"
"001o0000010bCptAAE","50.0","2019-04-13","0061J00000XWlv1QAD","Athlete"
"001o0000010y7BIAAY","500.0","2019-04-14","0061J00000XWoWzQAL","Athlete"
"0011J000017r9smQAA","25000.0","2019-04-17","0061J00000XWzXAQA1","Athlete"
"001o0000010xts0AAA","4000.0","2019-04-18","0061J00000XX01oQAD","Athlete"
"001o0000010ymcMAAQ","1000.0","2019-04-27","0061J00000XXFI0QAP","Athlete"
"001o0000014u8a0AAA","100.0","2019-05-01","0061J00000XXM1OQAX","Athlete"
"001o0000010bCptAAE","50.0","2019-05-13","0061J00000XXglRQAT","Athlete"
"001o0000010z4ylAAA","49.0","2019-02-06","0061J00000XdAzuQAF","Athlete"
"001o0000010axRhAAI","24.0","2019-02-10","0061J00000XdMayQAF","Athlete"
"001o0000010y7BIAAY","500.0","2019-02-14","0061J00000XdXpIQAV","Athlete"
"001o0000010ymcMAAQ","1000.0","2019-02-27","0061J00000Xe3l1QAB","Athlete"
"001o0000010yUokAAE","50.0","2019-02-10","0061J00000XeBZ3QAN","Athlete"
"001o0000014u8a0AAA","100.0","2019-03-01","0061J00000Xrt2PQAR","Athlete"
"001o0000010xts0AAA","24.0","2019-03-04","0061J00000XrwZfQAJ","Athlete"
"001o0000010z4ylAAA","49.0","2019-03-06","0061J00000Xs6H3QAJ","Athlete"
"001o0000010axRhAAI","24.0","2019-03-10","0061J00000XsHwQQAV","Athlete"
"001o0000010bCptAAE","50.0","2019-03-13","0061J00000XsPBRQA3","Athlete"
"001o0000010y7BIAAY","500.0","2019-03-14","0061J00000XsTCuQAN","Athlete"
"0011J00001NA1e6QAD","50.0","2019-03-18","0061J00000XscQ5QAJ","Athlete"
"0011J00001HMpBnQAL","1500.0","2019-03-22","0061J00000XsnpjQAB","Athlete"
"0011J00001CMVD2QAP","15000.0","2019-03-25","0061J00000XsumsQAB","Athlete"
"001o0000010xts0AAA","24.0","2019-02-04","0061J00000Y1JLWQA3","Athlete"
"001o0000010ymcMAAQ","1000.0","2019-03-27","0061J00000Yy6M0QAJ","Athlete"
"001o0000014u8a0AAA","100.0","2019-04-01","0061J00000Z2HgBQAV","Athlete"
"001o0000010ymcMAAQ","1000.0","2019-05-27","0061J00000ZmZq0QAF","Athlete"
"001o0000014u8a0AAA","100.0","2019-06-01","0061J00000ZmlprQAB","Athlete"
"001o0000010bCptAAE","50.0","2019-06-13","0061J00000Zn8keQAB","Athlete"
"001o0000010ymcMAAQ","1000.0","2019-06-27","0061J00000ZnWAPQA3","Athlete"
"001o0000014u8a0AAA","100.0","2019-07-01","0061J00000ZncgFQAR","Athlete"
"001o0000010bCptAAE","50.0","2019-07-13","0061J00000ZnxAmQAJ","Athlete"
"001o0000014u8a0AAA","100.0","2019-08-01","0061J00000Zp2GvQAJ","Athlete"
"001o0000010bCptAAE","50.0","2019-08-13","0061J00000ZpMuAQAV","Athlete"
"001o0000010ymcMAAQ","2000.0","2019-08-29","0061J00000Zq7N1QAJ","Athlete"
"001o0000014u8a0AAA","100.0","2019-09-01","0061J00000ZqAu2QAF","Athlete"
"001o0000010bCptAAE","50.0","2019-09-13","0061J00000ZqVwLQAV","Athlete"
"001o0000010ymcMAAQ","1000.0","2019-09-27","0061J00000bkHGWQA2","Athlete"
"001o0000014u8a0AAA","100.0","2019-10-01","0061J00000bkN2iQAE","Athlete"
"001o0000010bCptAAE","50.0","2019-10-13","0061J00000bkxW4QAI","Athlete"
"001o0000010ymcMAAQ","1000.0","2019-10-27","0061J00000blEsQQAU","Athlete"
"001o0000014u8a0AAA","100.0","2019-11-01","0061J00000blMdyQAE","Athlete"
"001o0000010bCptAAE","50.0","2019-11-13","0061J00000blcMAQAY","Athlete"
"001o0000010ymcMAAQ","1000.0","2019-11-27","0061J00000blvA7QAI","Athlete"
"001o0000014u8a0AAA","100.0","2019-12-01","0061J00000blywrQAA","Athlete"
"0011J00001RCazsQAD","28.75","2019-12-08","0061J00000bmCsdQAE","Athlete"
"0011J00001RCbBzQAL","45.0","2019-12-08","0061J00000bmCvAQAU","Athlete"
"001o0000010bCptAAE","50.0","2019-12-13","0061J00000bmLM7QAM","Athlete"
"0015c00001skBVmAAM","250000.0","2019-12-17","0061J00000bmXFjQAM","Athlete"
"001o0000014u8a0AAA","1614.0","2019-12-07","0061J00000bmcXdQAI","Athlete"
"001o0000010ymcMAAQ","1000.0","2019-12-27","0061J00000bmg0dQAA","Athlete"
"001o0000010y3afAAA","500.0","2019-12-19","0061J00000bmgu4QAA","Athlete"
"001o0000010alH1AAI","50000.0","2019-12-26","0061J00000bmgweQAA","Athlete"
"001o0000014u8a0AAA","100.0","2020-01-01","0061J00000bmnHFQAY","Athlete"
"0011J00001OyYtfQAF","605.05","2020-01-04","0061J00000bmvkBQAQ","Athlete"
"001o0000010bCptAAE","50.0","2020-01-13","0061J00000bn9D7QAI","Athlete"
"001o0000010y7BIAAY","500.0","2020-01-14","0061J00000bnBN9QAM","Athlete"
"001o0000010yVe6AAE","13000.0","2020-01-13","0061J00000bnCWFQA2","Athlete"
"0011J00001UwhOHQAZ","115.0","2020-01-04","0061J00000bnIGUQA2","Athlete"
"0011J00001UwhOIQAZ","10.0","2020-01-04","0061J00000bnIGVQA2","Athlete"
"0011J00001UwhOJQAZ","7.2","2020-01-05","0061J00000bnIGWQA2","Athlete"
"0011J00001UwhOKQAZ","37.95","2020-01-03","0061J00000bnIGXQA2","Athlete"
"001o0000010yUjGAAU","130.0","2020-01-08","0061J00000bnIGYQA2","Athlete"
"0011J00001UwhOMQAZ","14112.0","2020-01-07","0061J00000bnIGZQA2","Athlete"
"001o0000010yo3cAAA","28.75","2020-01-04","0061J00000bnIGdQAM","Athlete"
"0011J00001Ux0fJQAR","100500.0","2020-01-22","0061J00000bnQXKQA2","Athlete"
"001o0000010ymcMAAQ","1000.0","2020-01-27","0061J00000bnVHcQAM","Athlete"
"0011J00001RA3j1QAD","24.76","2020-01-27","0061J00000bnXBlQAM","Athlete"
