"AccountId","Account__c","Action_Subtype__c","Action_Type__c","Activity_Type__c","Subject","Assigned_IJM_Team__c","CreatedDate","Date_Completed__c","Id","Type","WhoId","Account__r.Program__r.Name","ActivityDate","CompletedDateTime"
"0011J00001KlfKxQAJ","0011J00001KlfKxQAJ","Fundraising Communication","General","Direct Mail - Outbound","November 2022 Campaign Mailer","US - Midlevel Admin","2023-01-24T22:39:54.000Z","2022-11-04","00T5c00005NNiziEAD","","0031J00001T7SKkQAN","Athlete","2022-11-04","2023-01-24T22:39:53.000Z"
"0011J00001N9Fl3QAF","0011J00001N9Fl3QAF","Introductory","Relationship Management","Meeting","Face-to-Face Meeting","US - Major Officer","2019-03-11T20:55:50.000Z","2019-03-11","00T1J00003HhJXiUAN","Meeting","0031J00001VqdUPQAZ","Athlete","2019-02-20","2019-03-11T20:55:50.000Z"
"0011J00001RCRENQA5","0011J00001RCRENQA5","Personal Communication","General","Email - Outbound","TeamFreedom Follow-Up","Institutional Partnerships","2019-12-11T14:59:52.000Z","2019-12-09","00T1J00003mEddsUAC","","0031J00001eotNxQAI","Athlete","2019-12-09","2019-12-11T15:13:13.000Z"
"0011J00001RCRENQA5","0011J00001RCRENQA5","Other","General","Task/Other","Valid BriteVerify Phone Verification","NA - D&I","2020-12-15T17:09:40.000Z","2020-12-15","00T1J00004D8OtdUAF","Task/Other","0031J00001eotNxQAI","Athlete","2020-12-15","2020-12-15T17:09:40.000Z"
"0011J00001RClTDQA1","0011J00001RClTDQA1","Other","General","Task/Other","Valid BriteVerify Phone Verification","NA - D&I","2020-12-15T17:09:40.000Z","2020-12-15","00T1J00004D8OulUAF","Task/Other","0031J00001epJeDQAU","Athlete","2020-12-15","2020-12-15T17:09:40.000Z"
"0011J00001UzjYSQAZ","0011J00001UzjYSQAZ","Email address update","General","Task/Other","BriteVerify Results Issues Email Address Removal","NA - D&I","2020-05-18T13:09:20.000Z","2020-05-18","00T1J00003z7IvLUAU","Task/Other","0031J00001kKZ3xQAG","Athlete","2020-05-18","2020-05-18T13:09:20.000Z"
"0011J00001X6PMAQA3","0011J00001X6PMAQA3","","","Email - Outbound","Prayer Request Email","US - Major Admin","2020-09-10T16:44:03.000Z","","00T1J00004810QcUAI","","0031J00001kNGdHQAW","Athlete","2020-03-20","2020-09-10T16:44:03.000Z"
"0011J00001X6PMAQA3","0011J00001X6PMAQA3","","","Email - Outbound","Email: Team Freedom + IJM Leadership COVID Zoom #1","US - Major Admin","2020-09-17T18:30:47.000Z","","00T1J0000482GdaUAE","","0031J00001kNGdHQAW","Athlete","2020-04-17","2020-09-17T18:30:47.000Z"
"0011J00001X6PMAQA3","0011J00001X6PMAQA3","","","Email - Outbound","Email: Team Freedom + IJM Leadership Call #2","US - Major Admin","2020-09-18T19:44:20.000Z","","00T1J0000482t8oUAA","","0031J00001kNGdHQAW","Athlete","2020-04-17","2020-09-18T19:44:20.000Z"
"0011J00001X6PMAQA3","0011J00001X6PMAQA3","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:11:19.000Z","2023-03-07","00T5c00005W6eMAEAZ","","0031J00001kNGdIQAW","Athlete","2023-03-07","2023-03-10T20:11:19.000Z"
"0011J00001X6PMAQA3","0011J00001X6PMAQA3","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:11:19.000Z","2023-03-07","00T5c00005W6eR9EAJ","","0031J00001kNGdHQAW","Athlete","2023-03-07","2023-03-10T20:11:19.000Z"
"0011J00001X6PMKQA3","0011J00001X6PMKQA3","Welcome Packet","Welcome Series","Direct Mail - Outbound","Welcome Series: Packets Sent","Mass","2020-03-05T14:23:21.000Z","","00T1J00003u8t35UAA","","0031J00001kNGdYQAW","Athlete","2020-03-04","2020-03-05T14:23:21.000Z"
"0011J00001X6PMKQA3","0011J00001X6PMKQA3","Other","General","Task/Other","TrueAppend Update to Contact Information","NA - D&I","2020-05-22T10:47:49.000Z","2020-05-22","00T1J000040UnirUAC","Task/Other","0031J00001kNGdYQAW","Athlete","2020-05-22","2020-05-22T10:47:49.000Z"
"0011J00001X6PMKQA3","0011J00001X6PMKQA3","","","Email - Outbound","Email: Team Freedom + IJM Leadership COVID Zoom #1","US - Major Admin","2020-09-17T20:15:03.000Z","","00T1J0000482IqsUAE","","0031J00001kNGdXQAW","Athlete","2020-04-17","2020-09-17T20:15:03.000Z"
"0011J00001X6PMKQA3","0011J00001X6PMKQA3","","","Email - Outbound","Email: Team Freedom + IJM Leadership Call #2","US - Major Admin","2020-09-18T20:03:38.000Z","","00T1J0000482tjCUAQ","","0031J00001kNGdXQAW","Athlete","2020-04-17","2020-09-18T20:03:38.000Z"
"0011J00001X6PMKQA3","0011J00001X6PMKQA3","Other","General","Task/Other","Valid BriteVerify Phone Verification","NA - D&I","2020-12-15T17:34:40.000Z","2020-12-15","00T1J00004D8XVpUAN","Task/Other","0031J00001kNGdYQAW","Athlete","2020-12-15","2020-12-15T17:34:40.000Z"
"0011J00001X6PMKQA3","0011J00001X6PMKQA3","","General","Task/Other","DAF Model Score from October 2022 added to Household","US - Midlevel Admin","2022-12-06T00:01:09.000Z","","00T5c00005EScudEAD","","0031J00001kNGdYQAW","Athlete","2022-10-28","2022-12-06T00:01:09.000Z"
"0011J00001X6PMKQA3","0011J00001X6PMKQA3","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:11:21.000Z","2023-03-07","00T5c00005W6eMPEAZ","","0031J00001kNGdYQAW","Athlete","2023-03-07","2023-03-10T20:11:21.000Z"
"0011J00001X6PMKQA3","0011J00001X6PMKQA3","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:11:20.000Z","2023-03-07","00T5c00005W6f0HEAR","","0031J00001kNGdXQAW","Athlete","2023-03-07","2023-03-10T20:11:20.000Z"
"0011J00001X6PMKQA3","0011J00001X6PMKQA3","","","Email - Outbound","Email: Team Freedom March Update + Invite to Zoom with Attn. Kath","Institutional Partnerships","2023-03-23T20:08:18.000Z","2023-03-21","00T5c00005XxDyyEAF","","0031J00001kNGdXQAW","Athlete","2023-03-21",""
"0011J00001X6PMKQA3","0011J00001X6PMKQA3","","","Email - Outbound","Email: Team Freedom March Update + Invite to Zoom with Attn. Kath","Institutional Partnerships","2023-03-23T20:08:18.000Z","2023-03-21","00T5c00005XxDyzEAF","","0031J00001kNGdYQAW","Athlete","2023-03-21",""
"0011J00001X7KHFQA3","0011J00001X7KHFQA3","Email address update","General","Task/Other","BriteVerify Results Issues Email Address Removal","NA - D&I","2020-05-18T12:47:15.000Z","2020-05-18","00T1J00003z77ujUAA","Task/Other","0031J00001kx15tQAA","Athlete","2020-05-18","2020-05-18T12:47:15.000Z"
"0011J00001X7KHFQA3","0011J00001X7KHFQA3","Email address update","General","Task/Other","Undo Q2 2020 BriteVerify Email Address Removal For Select Email Addresses","NA - D&I","2020-09-22T14:03:42.000Z","2020-09-22","00T1J0000483Ty8UAE","Task/Other","0031J00001kx15tQAA","Athlete","","2020-09-22T14:03:42.000Z"
"0011J00001X7KHFQA3","0011J00001X7KHFQA3","Other","General","Task/Other","Valid BriteVerify Phone Verification","NA - D&I","2020-12-15T17:09:44.000Z","2020-12-15","00T1J00004D8OvMUAV","Task/Other","0031J00001kx15tQAA","Athlete","2020-12-15","2020-12-15T17:09:44.000Z"
"0011J00001h4cDhQAI","0011J00001h4cDhQAI","","","Email - Outbound","IJM: Additional Info and Resources - Thank You for Connecting!!","Institutional Partnerships","2020-06-11T18:02:51.000Z","2020-06-11","00T1J000041WNWRUA4","","0031J00001uwp5UQAQ","Athlete","","2020-06-11T18:02:51.000Z"
"0011J00001h4cDhQAI","0011J00001h4cDhQAI","","","Email - Outbound","Email: Team Freedom March Update + Invite to Zoom with Attn. Kath","Institutional Partnerships","2023-03-23T20:08:11.000Z","2023-03-21","00T5c00005XxDwREAV","","0031J00001uwp5UQAQ","Athlete","2023-03-21",""
"0011J00001h4cGQQAY","0011J00001h4cGQQAY","Personal Communication","General","Email - Outbound","IJM: Additional Info and Resources - Thank You for Connecting!!","Institutional Partnerships","2020-06-11T17:58:47.000Z","2020-06-11","00T1J000041WNbzUAG","","0031J00001uwp95QAA","Athlete","","2020-06-11T17:58:47.000Z"
"0011J00001h4peUQAQ","0011J00001h4peUQAQ","Email address update","General","Task/Other","Non-Invalid BriteVerify Email Verification","NA - D&I","2020-12-14T16:00:58.000Z","2020-12-14","00T1J00004D7lldUAB","Task/Other","0031J00001ux5VKQAY","Athlete","2020-12-14","2020-12-14T16:00:58.000Z"
"0011J00001h4peUQAQ","0011J00001h4peUQAQ","Other","General","Task/Other","Valid BriteVerify Phone Verification","NA - D&I","2020-12-15T17:09:44.000Z","2020-12-15","00T1J00004D8OuqUAF","Task/Other","0031J00001ux5VKQAY","Athlete","2020-12-15","2020-12-15T17:09:44.000Z"
"0011J00001ifYA0QAM","0011J00001ifYA0QAM","Email address update","General","Task/Other","Non-Invalid BriteVerify Email Verification","NA - D&I","2020-12-14T16:00:58.000Z","2020-12-14","00T1J00004D7lm4UAB","Task/Other","0031J00001uz0bIQAQ","Athlete","2020-12-14","2020-12-14T16:00:58.000Z"
"0011J00001ifYA0QAM","0011J00001ifYA0QAM","Other","General","Task/Other","Valid BriteVerify Phone Verification","NA - D&I","2020-12-15T17:09:44.000Z","2020-12-15","00T1J00004D8OuuUAF","Task/Other","0031J00001uz0bIQAQ","Athlete","2020-12-15","2020-12-15T17:09:44.000Z"
"0011J00001ltXncQAE","0011J00001ltXncQAE","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:23.000Z","2017-10-19","00T1J00002Dy98YUAR","","0031J000020cTmXQAU","Athlete","",""
"0011J00001ltXncQAE","0011J00001ltXncQAE","Address update","General","","Donation Address to Update Household Address","NA - D&I","2021-01-05T18:13:41.000Z","2021-01-05","00T1J00004F81ckUAB","Task/Other","","Athlete","2021-01-05","2021-01-05T18:13:40.000Z"
"0011J00001ltXncQAE","0011J00001ltXncQAE","Fundraising Communication","General","Direct Mail - Outbound","November 2022 Campaign Mailer","US - Midlevel Admin","2023-01-24T22:41:22.000Z","2022-11-04","00T5c00005NNog7EAD","","0031J000020cTmXQAU","Athlete","2022-11-04","2023-01-24T22:41:22.000Z"
"0011J00001nd9JOQAY","0011J00001nd9JOQAY","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:23.000Z","2017-10-19","00T1J00002Dy98UUAR","","0031J0000218dKbQAI","Athlete","",""
"0011J00001nd9JOQAY","0011J00001nd9JOQAY","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:24.000Z","2017-10-19","00T1J00002Dy9AZUAZ","","0031J0000218dKbQAI","Athlete","",""
"0011J00001nd9JOQAY","0011J00001nd9JOQAY","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:24.000Z","2017-10-19","00T1J00002Dy9AaUAJ","","0031J0000218dIVQAY","Athlete","",""
"0011J00001nd9JOQAY","0011J00001nd9JOQAY","Email address update","General","Task/Other","BriteVerify Results Flags Email Address as Unknown","NA - D&I","2020-05-18T12:47:26.000Z","2020-05-18","00T1J00003z78xrUAA","Task/Other","0031J0000218dKbQAI","Athlete","2020-05-18","2020-05-18T12:47:26.000Z"
"0011J00001nd9JOQAY","0011J00001nd9JOQAY","Other","General","Task/Other","Valid BriteVerify Phone Verification","NA - D&I","2020-12-15T17:09:36.000Z","2020-12-15","00T1J00004D8Ot5UAF","Task/Other","0031J0000218dIVQAY","Athlete","2020-12-15","2020-12-15T17:09:36.000Z"
"0011J00001nd9JOQAY","0011J00001nd9JOQAY","","","Email - Outbound","Email: Great meeting you at PK","US - Major Admin","2021-07-20T19:48:16.000Z","","00T5c00004OUHbgEAH","","0031J0000218dIVQAY","Athlete","2021-07-20","2021-07-20T19:48:16.000Z"
"0011J00001nd9JOQAY","0011J00001nd9JOQAY","","","Email - Outbound","Email: Team Freedom March Update + Invite to Zoom with Attn. Kath","Institutional Partnerships","2023-03-23T20:08:11.000Z","2023-03-21","00T5c00005XxDwAEAV","","0031J0000218dIVQAY","Athlete","2023-03-21",""
"0011J00001nd9JOQAY","0011J00001nd9JOQAY","","","Email - Outbound","Email: Team Freedom March Update + Invite to Zoom with Attn. Kath","Institutional Partnerships","2023-03-23T20:08:11.000Z","2023-03-21","00T5c00005XxDwBEAV","","0031J0000218dKbQAI","Athlete","2023-03-21",""
"0011J00001nd9JOQAY","0011J00001nd9JOQAY","Personal Communication","General","","SP: Personal Communication","Mass","2017-02-03T15:19:30.000Z","2013-11-05","00To000001hX2rMEAS","Mailing","0031J0000218dKbQAI","Athlete","2013-11-05",""
"0015c00001xRbnZAAS","0015c00001xRbnZAAS","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:11:23.000Z","2023-03-07","00T5c00005W6eSUEAZ","","0035c000029K6gyAAC","Athlete","2023-03-07","2023-03-10T20:11:23.000Z"
"0015c000025PZ4CAAW","0015c000025PZ4CAAW","","","Email - Outbound","Email: Team Freedom March Update + Invite to Zoom with Attn. Kath","Institutional Partnerships","2023-03-23T20:08:11.000Z","2023-03-21","00T5c00005XxDwUEAV","","0035c00002GSgEfAAL","Athlete","2023-03-21",""
"0015c00002AWzETAA1","0015c00002AWzETAA1","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:11:27.000Z","2023-03-07","00T5c00005W6enqEAB","","0035c00002VAb2yAAD","Athlete","2023-03-07","2023-03-10T20:11:27.000Z"
"0015c00002AWzETAA1","0015c00002AWzETAA1","","","Email - Outbound","Email: Team Freedom March Update + Invite to Zoom with Attn. Kath","Institutional Partnerships","2023-03-23T20:08:11.000Z","2023-03-21","00T5c00005XxDwjEAF","","0035c00002VAb2yAAD","Athlete","2023-03-21",""
"0015c00002AXSj1AAH","0015c00002AXSj1AAH","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:11:30.000Z","2023-03-07","00T5c00005W6etqEAB","","0035c00002VBAV8AAP","Athlete","2023-03-07","2023-03-10T20:11:30.000Z"
"0015c00002AXSj1AAH","0015c00002AXSj1AAH","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:11:58.000Z","2023-03-07","00T5c00005W6f31EAB","","0035c00002VBAdsAAH","Athlete","2023-03-07","2023-03-10T20:11:58.000Z"
"0015c00002AXSj2AAH","0015c00002AXSj2AAH","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:11:31.000Z","2023-03-07","00T5c00005W6f0lEAB","","0035c00002VBAV9AAP","Athlete","2023-03-07","2023-03-10T20:11:31.000Z"
"0015c00002AXSj2AAH","0015c00002AXSj2AAH","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:11:59.000Z","2023-03-07","00T5c00005W6f36EAB","","0035c00002VBAdtAAH","Athlete","2023-03-07","2023-03-10T20:11:59.000Z"
"0015c00002AXSj3AAH","0015c00002AXSj3AAH","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:11:59.000Z","2023-03-07","00T5c00005W6dT1EAJ","","0035c00002VBAduAAH","Athlete","2023-03-07","2023-03-10T20:11:59.000Z"
"0015c00002AXSj3AAH","0015c00002AXSj3AAH","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:11:31.000Z","2023-03-07","00T5c00005W6eK2EAJ","","0035c00002VBAVAAA5","Athlete","2023-03-07","2023-03-10T20:11:31.000Z"
"0015c00002AXSj4AAH","0015c00002AXSj4AAH","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:12:00.000Z","2023-03-07","00T5c00005W6ej6EAB","","0035c00002VBAdvAAH","Athlete","2023-03-07","2023-03-10T20:12:00.000Z"
"0015c00002AXSj4AAH","0015c00002AXSj4AAH","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:11:32.000Z","2023-03-07","00T5c00005W6el6EAB","","0035c00002VBAVBAA5","Athlete","2023-03-07","2023-03-10T20:11:32.000Z"
"0015c00002AXSj5AAH","0015c00002AXSj5AAH","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:11:33.000Z","2023-03-07","00T5c00005W6eO0EAJ","","0035c00002VBAVCAA5","Athlete","2023-03-07","2023-03-10T20:11:33.000Z"
"0015c00002AXSj5AAH","0015c00002AXSj5AAH","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:12:01.000Z","2023-03-07","00T5c00005W6eqREAR","","0035c00002VBAdwAAH","Athlete","2023-03-07","2023-03-10T20:12:01.000Z"
"0015c00002AXSj6AAH","0015c00002AXSj6AAH","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:12:02.000Z","2023-03-07","00T5c00005W6etQEAR","","0035c00002VBAdxAAH","Athlete","2023-03-07","2023-03-10T20:12:02.000Z"
"0015c00002AXSj6AAH","0015c00002AXSj6AAH","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:11:33.000Z","2023-03-07","00T5c00005W6f0vEAB","","0035c00002VBAVDAA5","Athlete","2023-03-07","2023-03-10T20:11:33.000Z"
"0015c00002AXSj7AAH","0015c00002AXSj7AAH","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:11:34.000Z","2023-03-07","00T5c00005W6f15EAB","","0035c00002VBAVEAA5","Athlete","2023-03-07","2023-03-10T20:11:34.000Z"
"0015c00002AXSj7AAH","0015c00002AXSj7AAH","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:12:02.000Z","2023-03-07","00T5c00005W6f3BEAR","","0035c00002VBAdyAAH","Athlete","2023-03-07","2023-03-10T20:12:02.000Z"
"0015c00002AXSj8AAH","0015c00002AXSj8AAH","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:12:03.000Z","2023-03-07","00T5c00005W6dT2EAJ","","0035c00002VBAdzAAH","Athlete","2023-03-07","2023-03-10T20:12:03.000Z"
"0015c00002AXSj8AAH","0015c00002AXSj8AAH","","","Email - Outbound","Email: Great meeting you at the Increase conference!","Institutional Partnerships","2023-03-10T20:11:35.000Z","2023-03-07","00T5c00005W6eztEAB","","0035c00002VBAVFAA5","Athlete","2023-03-07","2023-03-10T20:11:35.000Z"
